order_id,order_date,region,customer_segment,category,fulfillment_mode,units_sold,unit_price,discount,sales,profit,inventory_on_hand,reorder_point,stockout_flag,processing_hours
498,2025-06-25,BC,Consumer,Office Supplies,Same Day,6,30.27,0.2,145.3,18.7,128,36,0,6.4
499,2025-03-26,Ontario,Small Business,Home,Standard,4,56.39,0,225.56,59.58,156,39,0,4.8
500,2025-11-19,BC,Corporate,Apparel,Pickup,5,31.51,0,157.55,42.7,80,23,0,6.6
501,2025-04-29,Prairies,Small Business,Seasonal,Pickup,6,10.85,0,65.1,16.43,141,40,0,8.1
502,2025-03-27,Prairies,Small Business,Home,Express,2,70.83,0,141.66,39.4,150,41,0,6.9
503,2025-06-25,Quebec,Small Business,Electronics,Express,9,135.45,0,1219.05,130.93,84,44,0,5.5
504,2025-06-10,Atlantic,Small Business,Office Supplies,Pickup,4,41.05,0,164.2,38.27,199,43,0,6.0
505,2025-11-21,BC,Corporate,Home,Standard,3,49.71,0.1,134.22,23.11,181,35,0,7.1
506,2025-08-04,Ontario,Corporate,Electronics,Same Day,6,212.66,0.15,1084.57,82.56,171,27,0,8.1
507,2025-02-21,BC,Corporate,Home,Pickup,3,53.24,0.05,151.73,34.54,145,20,0,6.3
508,2025-06-29,BC,Corporate,Seasonal,Express,4,52.21,0,208.84,64.07,57,26,0,5.2
509,2025-03-04,BC,Corporate,Grocery,Same Day,2,21.34,0.05,40.55,3.6,17,47,1,9.7
510,2025-09-21,Prairies,Small Business,Home,Pickup,4,66.24,0,264.96,97.24,159,54,0,5.3
511,2025-03-24,Quebec,Corporate,Grocery,Express,6,34.84,0,209.04,37.48,40,29,0,6.6
512,2025-02-26,Atlantic,Consumer,Health & Beauty,Standard,3,39.81,0,119.43,36.03,139,20,0,4.7
513,2025-05-01,Ontario,Consumer,Apparel,Pickup,4,44.24,0.2,141.57,15.14,213,50,0,8.2
514,2025-08-08,Prairies,Consumer,Grocery,Express,4,33.29,0.2,106.53,14.19,61,22,0,7.3
515,2025-04-12,Quebec,Consumer,Electronics,Pickup,4,75.61,0,302.44,34.8,78,24,0,3.8
516,2025-05-06,Ontario,Consumer,Seasonal,Pickup,3,71.02,0,213.06,44.42,42,22,0,3.5
517,2025-03-04,Ontario,Corporate,Office Supplies,Pickup,4,25.29,0,101.16,26.35,190,32,0,6.3
518,2025-03-28,Ontario,Small Business,Home,Standard,3,96.9,0,290.7,70.57,57,45,0,5.4
519,2025-04-12,Atlantic,Corporate,Apparel,Standard,1,5,0,5,1.55,84,34,0,8.4
520,2025-07-25,Prairies,Consumer,Apparel,Pickup,4,50.0,0.1,180.0,43.41,160,26,0,7.0
521,2025-09-15,Prairies,Small Business,Seasonal,Standard,5,81.9,0.05,389.02,54.36,16,50,1,7.2
522,2025-09-05,Ontario,Corporate,Apparel,Standard,2,22.61,0.1,40.7,11.95,202,24,0,5.2
523,2025-06-14,Atlantic,Consumer,Home,Express,1,50.44,0,50.44,13.92,104,37,0,8.8
524,2025-08-13,Ontario,Consumer,Apparel,Standard,5,59.56,0.05,282.91,87.01,39,36,0,3.4
525,2025-02-28,Prairies,Consumer,Office Supplies,Pickup,3,34.08,0,102.24,28.81,78,40,0,4.9
526,2025-11-26,BC,Corporate,Office Supplies,Express,4,48.99,0.05,186.16,42.27,90,52,0,4.5
527,2025-11-14,BC,Consumer,Grocery,Standard,1,21.8,0.15,18.53,0.93,75,37,0,5.2
528,2025-11-18,Prairies,Small Business,Seasonal,Pickup,2,53.41,0.2,85.46,1.82,74,38,0,5.4
529,2025-12-29,Quebec,Small Business,Electronics,Same Day,2,266.07,0.15,452.32,-7.22,78,49,0,6.1
530,2025-02-14,Quebec,Corporate,Office Supplies,Standard,1,16.12,0.2,12.9,0.65,65,43,0,6.8
531,2025-05-20,Atlantic,Small Business,Health & Beauty,Same Day,3,29.93,0.1,80.81,16.25,78,34,0,5.0
532,2025-06-22,Atlantic,Corporate,Apparel,Express,4,20.31,0.05,77.18,22.48,124,22,0,6.3
533,2025-06-23,Prairies,Small Business,Office Supplies,Express,3,41.91,0,125.73,37.11,40,42,1,7.8
534,2025-06-19,Ontario,Consumer,Electronics,Pickup,2,198.18,0.2,317.09,-3.11,28,37,1,5.7
535,2025-11-01,Atlantic,Small Business,Grocery,Express,2,26.79,0,53.58,9.55,82,41,0,4.5
536,2025-12-14,BC,Corporate,Electronics,Express,4,191.84,0.15,652.26,-3.96,25,32,0,4.9
537,2025-04-30,BC,Corporate,Apparel,Pickup,4,39.59,0.1,142.52,29.04,154,25,0,8.1
538,2025-03-04,Ontario,Small Business,Home,Express,3,93.56,0,280.68,75.41,84,45,0,5.6
539,2025-12-01,Prairies,Consumer,Office Supplies,Same Day,3,42.87,0.15,109.32,23.98,207,39,0,6.3
540,2025-08-29,Prairies,Small Business,Office Supplies,Pickup,4,34.67,0.05,131.75,23.38,44,50,1,8.6
541,2025-03-23,Atlantic,Small Business,Office Supplies,Standard,4,14.69,0,58.76,14.09,177,20,0,9.3
542,2025-02-17,Ontario,Small Business,Electronics,Express,6,181.95,0.05,1037.11,87.94,132,43,0,8.5
543,2025-02-21,BC,Small Business,Health & Beauty,Same Day,5,33.33,0.1,149.98,42.09,91,41,0,9.5
544,2025-05-26,Atlantic,Corporate,Office Supplies,Express,5,31.73,0,158.65,30.66,164,40,0,9.8
545,2025-06-18,Atlantic,Small Business,Seasonal,Pickup,4,58.5,0,234.0,51.62,169,32,0,5.7
546,2025-07-04,Quebec,Consumer,Apparel,Standard,5,66.72,0,333.6,109.78,187,23,0,3.8
547,2025-07-12,Quebec,Corporate,Home,Express,3,74.17,0.1,200.26,26.81,44,24,0,5.7
548,2025-12-22,Quebec,Corporate,Home,Express,1,69.58,0.2,55.66,5.71,80,38,0,7.6
549,2025-09-05,BC,Consumer,Seasonal,Pickup,5,67.39,0.15,286.41,37.98,201,34,0,10.6
550,2025-06-13,Ontario,Small Business,Health & Beauty,Standard,1,28.5,0,28.5,10.42,27,25,0,2.9
551,2025-10-31,BC,Corporate,Seasonal,Standard,6,82.91,0,497.46,125.93,133,21,0,8.9
552,2025-11-13,Prairies,Consumer,Home,Standard,5,37.23,0.1,167.53,27.11,80,41,0,6.8
553,2025-03-09,Quebec,Consumer,Grocery,Same Day,4,21.12,0.15,71.81,5.54,74,37,0,6.3
554,2025-02-14,Ontario,Small Business,Office Supplies,Express,1,15.39,0.1,13.85,3.54,187,38,0,3.9
555,2025-06-07,BC,Small Business,Electronics,Express,1,98.67,0,98.67,10.18,96,49,0,7.2
556,2025-04-23,Quebec,Corporate,Grocery,Express,6,19.36,0,116.16,19.33,57,26,0,3.6
557,2025-08-14,Quebec,Small Business,Office Supplies,Pickup,1,34.11,0,34.11,7.56,204,42,0,3.1
558,2025-04-18,Quebec,Small Business,Home,Pickup,3,34.34,0.05,97.87,23.27,108,31,0,8.3
559,2025-09-17,Ontario,Corporate,Home,Pickup,3,47.47,0.2,113.93,12.01,89,27,0,4.6
560,2025-05-25,BC,Corporate,Apparel,Express,4,33.5,0.2,107.2,23.76,65,28,0,5.5
561,2025-12-25,Ontario,Small Business,Office Supplies,Express,3,30.15,0.15,76.88,8.36,213,47,0,6.4
562,2025-02-21,Prairies,Consumer,Home,Standard,2,69.16,0,138.32,29.56,71,29,0,3.8
563,2025-04-04,BC,Consumer,Seasonal,Standard,5,76.7,0,383.5,67.5,214,26,0,6.4
564,2025-04-13,Atlantic,Corporate,Apparel,Express,1,36.67,0,36.67,13.89,161,34,0,0.8
565,2025-11-28,Quebec,Consumer,Grocery,Standard,3,22.36,0.15,57.02,4.49,64,55,0,6.9
566,2025-01-31,BC,Consumer,Office Supplies,Same Day,4,42.87,0,171.48,46.25,125,31,0,6.3
567,2025-01-01,Prairies,Consumer,Grocery,Standard,1,31.8,0.15,27.03,0.07,2,27,1,9.7
568,2025-08-20,Prairies,Consumer,Seasonal,Pickup,5,54.65,0,273.25,55.91,166,54,0,7.3
569,2025-04-25,Prairies,Consumer,Grocery,Pickup,1,12.51,0.15,10.63,0.21,196,53,0,6.3
570,2025-05-21,Prairies,Small Business,Home,Standard,4,77.54,0,310.16,58.69,62,55,0,6.1
571,2025-02-10,Quebec,Small Business,Seasonal,Same Day,4,54.57,0.15,185.54,14.22,49,50,0,5.6
572,2025-08-11,Ontario,Consumer,Seasonal,Express,2,33.02,0.15,56.13,4.98,184,40,0,7.4
573,2025-06-22,Ontario,Consumer,Electronics,Standard,3,134.54,0.2,322.9,-12.92,176,30,0,8.9
574,2025-02-16,Atlantic,Small Business,Seasonal,Pickup,7,59.86,0,419.02,85.69,162,52,0,2.8
575,2025-03-04,BC,Small Business,Electronics,Same Day,2,336.64,0.05,639.62,109.65,97,32,0,8.3
576,2025-09-03,Prairies,Small Business,Seasonal,Express,1,52.06,0.2,41.65,2.88,114,36,0,5.9
577,2025-03-20,Prairies,Corporate,Apparel,Standard,3,53.94,0.1,145.64,35.07,69,35,0,6.5
578,2025-10-15,Prairies,Consumer,Electronics,Standard,6,194.42,0.2,933.22,-34.81,181,24,0,8.0
579,2025-02-25,Quebec,Corporate,Apparel,Standard,3,41.96,0.05,119.59,26.66,22,21,0,8.2
580,2025-03-19,Ontario,Corporate,Health & Beauty,Pickup,4,30.09,0,120.36,39.46,74,46,0,5.0
581,2025-05-09,Ontario,Small Business,Health & Beauty,Same Day,4,25.43,0.15,86.46,23.3,168,46,0,5.1
582,2025-11-02,Atlantic,Consumer,Electronics,Same Day,1,215.94,0,215.94,18.47,71,51,0,3.8
583,2025-04-06,Prairies,Consumer,Health & Beauty,Standard,3,40.75,0,122.25,34.94,130,25,0,4.6
584,2025-09-22,Quebec,Consumer,Apparel,Pickup,2,55.09,0.2,88.14,7.6,95,35,0,5.4
585,2025-09-20,BC,Corporate,Grocery,Express,8,7.36,0.05,55.94,7.65,156,33,0,9.2
586,2025-10-08,Ontario,Corporate,Seasonal,Pickup,5,56.42,0.15,239.79,27.33,157,32,0,6.9
587,2025-08-25,Atlantic,Small Business,Home,Express,3,60.26,0.05,171.74,29.06,107,22,0,3.6
588,2025-07-20,Prairies,Consumer,Apparel,Pickup,1,62.23,0.15,52.9,11.77,168,45,0,5.3
589,2025-04-07,Ontario,Corporate,Apparel,Express,5,5,0.05,23.75,6.79,174,24,0,5.7
590,2025-07-04,Quebec,Small Business,Office Supplies,Express,2,36.64,0,73.28,25.92,47,54,0,5.1
591,2025-02-15,BC,Corporate,Home,Same Day,4,91.57,0,366.28,79.85,141,34,0,5.3
592,2025-05-28,Atlantic,Small Business,Grocery,Standard,5,38.61,0.05,183.4,27.22,112,44,0,7.7
593,2025-02-18,Prairies,Small Business,Home,Express,4,102.82,0.05,390.72,72.98,129,25,0,2.9
594,2025-08-18,Ontario,Consumer,Grocery,Pickup,1,38.71,0.2,30.97,2.32,5,51,1,10.7
595,2025-03-21,Prairies,Small Business,Health & Beauty,Pickup,3,32.78,0,98.34,32.11,199,41,0,3.0
596,2025-04-10,Quebec,Corporate,Office Supplies,Same Day,3,31.52,0.1,85.1,15.08,85,36,0,6.2
597,2025-12-06,Prairies,Corporate,Grocery,Standard,1,24.88,0.2,19.9,-1.24,176,31,0,3.7
598,2025-05-08,Ontario,Consumer,Seasonal,Pickup,5,71.9,0,359.5,84.0,186,48,0,7.2
599,2025-01-24,Ontario,Consumer,Seasonal,Standard,4,61.81,0.05,234.88,61.4,190,46,0,6.3
600,2025-07-31,Ontario,Consumer,Home,Standard,2,60.68,0,121.36,25.69,14,52,1,6.5
601,2025-11-07,Prairies,Consumer,Office Supplies,Pickup,5,70.44,0,352.2,99.05,108,51,0,5.9
602,2025-07-11,Atlantic,Corporate,Office Supplies,Pickup,2,42.38,0.05,80.52,16.23,16,51,1,6.5
603,2025-02-23,Atlantic,Small Business,Apparel,Same Day,2,29.48,0.05,56.01,16.06,29,50,0,2.9
604,2025-01-24,Prairies,Corporate,Health & Beauty,Pickup,1,19.72,0,19.72,7.48,63,42,0,1.7
605,2025-07-13,Quebec,Corporate,Electronics,Standard,4,92.99,0,371.96,48.26,211,45,0,6.9
606,2025-08-09,BC,Corporate,Apparel,Same Day,3,5,0.1,13.5,3.06,136,22,0,3.8
607,2025-12-08,Ontario,Small Business,Electronics,Same Day,3,85.2,0.2,204.48,-3.58,165,30,0,5.0
608,2025-05-02,Prairies,Consumer,Seasonal,Express,3,24.38,0.1,65.83,9.67,36,26,0,2.8
609,2025-08-13,Prairies,Small Business,Health & Beauty,Same Day,5,36.78,0.2,147.12,17.01,94,21,0,4.3
610,2025-09-10,Atlantic,Consumer,Electronics,Express,4,177.67,0.2,568.54,-61.2,16,40,1,6.6
611,2025-07-14,Quebec,Corporate,Home,Pickup,3,39.24,0,117.72,31.41,192,29,0,3.7
612,2025-03-03,Ontario,Small Business,Home,Pickup,4,71.09,0.2,227.49,24.2,196,31,0,4.7
613,2025-11-21,Quebec,Consumer,Health & Beauty,Same Day,5,23.95,0.15,101.79,20.61,173,48,0,6.2
614,2025-05-09,BC,Consumer,Health & Beauty,Express,6,42.59,0,255.54,87.65,172,27,0,8.6
615,2025-06-06,Atlantic,Small Business,Office Supplies,Pickup,2,53.05,0.2,84.88,6.66,138,30,0,2.2
616,2025-02-24,Quebec,Small Business,Electronics,Standard,4,154.35,0,617.4,89.05,170,45,0,5.4
617,2025-03-06,Prairies,Corporate,Home,Express,8,89.09,0.15,605.81,66.91,87,32,0,5.7
618,2025-10-28,Prairies,Corporate,Office Supplies,Same Day,2,46.06,0,92.12,24.27,98,24,0,4.5
619,2025-08-03,Quebec,Corporate,Grocery,Same Day,5,27.54,0.05,130.81,16.2,163,50,0,9.4
620,2025-07-14,Atlantic,Consumer,Health & Beauty,Express,1,31.94,0.2,25.55,3.53,101,26,0,6.5
621,2025-09-15,Ontario,Corporate,Seasonal,Standard,1,79.23,0.05,75.27,17.73,87,44,0,2.9
622,2025-10-13,Atlantic,Small Business,Seasonal,Same Day,3,41.06,0.1,110.86,18.24,212,49,0,6.8
623,2025-10-29,BC,Corporate,Apparel,Same Day,6,72.2,0.15,368.22,67.33,181,21,0,5.5
624,2025-10-02,Prairies,Small Business,Office Supplies,Standard,6,17.51,0.05,99.81,23.03,105,32,0,3.3
625,2025-02-15,Ontario,Small Business,Seasonal,Same Day,2,69.07,0.1,124.33,13.43,116,47,0,2.9
626,2025-07-19,Ontario,Consumer,Electronics,Pickup,3,209.04,0.15,533.05,-46.67,105,42,0,7.4
627,2025-11-20,Ontario,Corporate,Home,Standard,1,53.42,0.05,50.75,9.19,126,48,0,7.2
628,2025-09-13,BC,Consumer,Health & Beauty,Pickup,2,12.75,0,25.5,7.66,55,35,0,8.4
629,2025-06-02,BC,Small Business,Apparel,Same Day,3,44.05,0,132.15,42.65,23,44,1,9.2
630,2025-07-05,Ontario,Corporate,Electronics,Same Day,3,239.39,0,718.17,132.49,8,45,0,6.1
631,2025-07-10,Ontario,Small Business,Apparel,Pickup,4,54.17,0.2,173.34,27.33,88,28,0,0.7
632,2025-10-15,Ontario,Small Business,Electronics,Pickup,6,164.56,0.1,888.62,58.93,142,41,0,9.1
633,2025-04-29,Quebec,Consumer,Health & Beauty,Express,7,28.9,0.05,192.18,60.14,77,51,0,2.4
634,2025-10-21,Ontario,Small Business,Seasonal,Standard,4,81.35,0.1,292.86,42.02,208,44,0,2.9
635,2025-01-06,Atlantic,Corporate,Health & Beauty,Express,2,25.27,0.2,40.43,6.14,111,55,0,3.6
636,2025-09-08,Prairies,Consumer,Electronics,Pickup,2,276.94,0.15,470.8,7.84,195,28,0,8.5
637,2025-11-16,Ontario,Small Business,Seasonal,Standard,1,49.31,0.15,41.91,8.36,101,41,0,2.2
638,2025-02-19,Quebec,Corporate,Grocery,Standard,4,26.06,0.05,99.03,13.64,192,29,0,4.5
639,2025-06-05,BC,Small Business,Grocery,Same Day,3,37.86,0,113.58,21.08,143,41,0,2.5
640,2025-12-04,Atlantic,Consumer,Seasonal,Same Day,3,69.84,0,209.52,48.02,87,21,0,4.0
641,2025-05-25,BC,Small Business,Electronics,Pickup,5,225.64,0.15,958.97,6.18,46,47,1,8.7
642,2025-09-13,Quebec,Corporate,Grocery,Express,1,20.45,0,20.45,2.67,202,36,0,9.2
643,2025-09-01,Quebec,Consumer,Apparel,Express,4,57.16,0.15,194.34,51.35,63,22,0,8.1
644,2025-12-25,Ontario,Consumer,Health & Beauty,Express,1,23.88,0,23.88,8.71,14,32,0,4.0
645,2025-08-06,Prairies,Consumer,Health & Beauty,Express,5,30.52,0,152.6,51.42,38,52,1,9.0
646,2025-11-20,BC,Corporate,Electronics,Pickup,5,229.18,0,1145.9,176.26,120,25,0,8.8
647,2025-06-23,Prairies,Consumer,Office Supplies,Standard,5,32.04,0.05,152.19,38.16,139,52,0,4.7
648,2025-12-19,Prairies,Corporate,Office Supplies,Same Day,4,55.56,0,222.24,64.0,200,55,0,5.3
649,2025-07-05,Atlantic,Small Business,Seasonal,Pickup,5,69.63,0,348.15,89.13,205,49,0,4.7
650,2025-05-19,Quebec,Small Business,Office Supplies,Pickup,5,13.81,0,69.05,17.52,219,42,0,5.6
651,2025-04-07,Atlantic,Corporate,Seasonal,Pickup,6,69.88,0.15,356.39,42.77,134,51,0,5.8
652,2025-11-01,Quebec,Small Business,Seasonal,Express,5,45.04,0.1,202.68,28.07,34,49,0,6.1
653,2025-05-05,Atlantic,Corporate,Home,Standard,2,42.13,0,84.26,17.04,0,47,1,8.2
654,2025-09-17,Prairies,Corporate,Electronics,Express,5,94.13,0,470.65,57.46,197,51,0,6.1
655,2025-03-16,BC,Small Business,Office Supplies,Same Day,4,28.84,0.05,109.59,24.88,29,49,0,6.3
656,2025-10-19,BC,Corporate,Electronics,Express,1,165.03,0,165.03,24.99,59,40,0,6.2
657,2025-03-05,Prairies,Consumer,Electronics,Pickup,8,210.64,0.05,1600.86,223.94,186,33,0,3.4
658,2025-06-04,Ontario,Consumer,Office Supplies,Same Day,1,29.43,0.2,23.54,2.32,142,33,0,5.6
659,2025-03-02,Ontario,Small Business,Seasonal,Express,6,74.17,0.15,378.27,28.57,132,55,0,7.6
660,2025-12-17,Atlantic,Corporate,Seasonal,Pickup,3,57.3,0.1,154.71,22.01,33,41,1,5.4
661,2025-02-04,Ontario,Corporate,Apparel,Pickup,1,42.7,0,42.7,11.76,155,25,0,6.4
662,2025-01-09,Atlantic,Small Business,Grocery,Same Day,2,22.13,0,44.26,7.09,3,29,0,6.6
663,2025-08-27,Quebec,Consumer,Seasonal,Pickup,5,47.34,0.15,201.2,20.47,178,50,0,7.0
664,2025-07-18,Ontario,Consumer,Electronics,Express,5,60.0,0.2,240.0,-10.71,209,49,0,6.9
665,2025-01-31,Ontario,Consumer,Apparel,Standard,3,28.12,0.1,75.92,11.15,195,28,0,6.2
666,2025-12-23,Atlantic,Small Business,Health & Beauty,Same Day,2,34.28,0.15,58.28,12.67,58,48,0,4.5
667,2025-04-22,Quebec,Consumer,Health & Beauty,Same Day,1,34.65,0,34.65,11.55,186,24,0,3.1
668,2025-11-07,Atlantic,Small Business,Electronics,Same Day,1,226.97,0.15,192.92,-10.99,114,27,0,5.5
669,2025-10-14,Ontario,Small Business,Home,Pickup,2,66.9,0.1,120.42,18.1,175,37,0,9.9
670,2025-03-21,Quebec,Corporate,Grocery,Express,1,28.33,0,28.33,4.05,54,41,0,4.4
671,2025-07-22,Quebec,Small Business,Office Supplies,Express,7,7.51,0,52.57,14.88,108,36,0,1.2
672,2025-09-26,Ontario,Small Business,Grocery,Express,7,20.28,0,141.96,29.58,178,49,0,4.3
673,2025-03-12,Quebec,Corporate,Home,Standard,4,50.92,0.15,173.13,18.98,17,36,1,5.9
674,2025-06-01,Prairies,Small Business,Health & Beauty,Standard,1,11.46,0.2,9.17,1.59,202,23,0,7.3
675,2025-10-21,Atlantic,Consumer,Electronics,Express,1,128.89,0,128.89,21.04,110,32,0,3.1
676,2025-09-08,Quebec,Small Business,Health & Beauty,Same Day,9,35.91,0,323.19,131.92,101,42,0,5.3
677,2025-12-30,Ontario,Corporate,Electronics,Standard,2,105.43,0,210.86,27.77,59,22,0,8.2
678,2025-11-10,Quebec,Corporate,Apparel,Same Day,4,60.54,0,242.16,75.15,161,53,0,6.7
679,2025-04-02,Atlantic,Corporate,Health & Beauty,Pickup,4,34.48,0.1,124.13,29.6,186,46,0,5.4
680,2025-03-26,Quebec,Consumer,Electronics,Same Day,5,186.38,0,931.9,143.41,47,28,0,5.6
681,2025-05-31,Atlantic,Corporate,Office Supplies,Express,2,14.94,0.05,28.39,5.69,75,40,0,3.5
682,2025-03-10,Ontario,Small Business,Apparel,Same Day,3,49.72,0.05,141.7,41.56,61,45,0,6.8
683,2025-02-14,Quebec,Corporate,Health & Beauty,Same Day,7,20.03,0,140.21,48.34,201,27,0,3.0
684,2025-11-09,Ontario,Small Business,Electronics,Same Day,3,237.97,0.1,642.52,51.78,203,46,0,6.2
685,2025-06-12,Ontario,Corporate,Electronics,Pickup,4,83.41,0,333.64,35.58,212,49,0,7.9
686,2025-12-01,Atlantic,Small Business,Office Supplies,Pickup,2,53.15,0,106.3,28.46,90,53,0,1.4
687,2025-12-17,Quebec,Corporate,Office Supplies,Express,2,31.04,0,62.08,17.38,78,25,0,6.1
688,2025-12-03,Atlantic,Consumer,Apparel,Standard,4,27.03,0.1,97.31,24.51,142,54,0,4.9
689,2025-03-10,Atlantic,Corporate,Home,Standard,5,98.02,0.15,416.58,27.57,0,35,1,5.4
690,2025-05-02,Ontario,Small Business,Office Supplies,Pickup,1,30.9,0,30.9,9.8,194,45,0,2.3
691,2025-05-23,Ontario,Corporate,Electronics,Express,2,253.79,0.2,406.06,-37.08,93,47,0,5.8
692,2025-12-17,Prairies,Consumer,Health & Beauty,Express,1,21.2,0.1,19.08,4.42,182,51,0,8.0
693,2025-01-05,Prairies,Corporate,Grocery,Standard,4,15.16,0.1,54.58,8.61,11,27,1,7.9
694,2025-10-19,Quebec,Consumer,Apparel,Pickup,3,62.12,0,186.36,49.05,216,55,0,6.3
695,2025-10-24,BC,Corporate,Grocery,Standard,1,19.82,0.2,15.86,1.3,211,47,0,4.6
696,2025-07-31,BC,Small Business,Electronics,Express,3,103.44,0.15,263.77,18.76,56,35,0,1.1
697,2025-06-24,Prairies,Small Business,Electronics,Same Day,3,190.74,0.05,543.61,44.19,143,44,0,8.3
698,2025-10-21,Ontario,Small Business,Seasonal,Express,1,65.75,0.05,62.46,13.95,157,40,0,6.1
699,2025-11-22,BC,Consumer,Office Supplies,Same Day,6,17.06,0.05,97.24,24.27,94,27,0,4.4
700,2025-01-04,Quebec,Small Business,Health & Beauty,Same Day,1,38.63,0.2,30.9,6.39,183,41,0,4.3
701,2025-03-14,Atlantic,Corporate,Home,Standard,6,30.3,0.05,172.71,23.72,56,52,0,4.6
702,2025-01-02,Ontario,Small Business,Grocery,Same Day,1,17.8,0,17.8,2.93,136,36,0,5.3
703,2025-02-07,BC,Corporate,Health & Beauty,Standard,7,21.43,0,150.01,59.54,88,46,0,3.7
704,2025-06-01,Atlantic,Small Business,Grocery,Same Day,4,22.82,0.1,82.15,6.98,24,41,1,5.2
705,2025-06-28,Ontario,Consumer,Electronics,Same Day,3,69.87,0.2,167.69,-14.89,45,54,0,6.4
706,2025-08-31,Quebec,Small Business,Seasonal,Standard,2,37.87,0.2,60.59,5.14,6,54,1,11.8
707,2025-03-16,Prairies,Small Business,Office Supplies,Express,4,46.58,0.1,167.69,30.61,174,25,0,6.8
708,2025-03-07,Prairies,Corporate,Grocery,Standard,6,9.85,0,59.1,9.13,6,43,1,2.4
709,2025-08-09,Ontario,Consumer,Grocery,Express,1,10.64,0,10.64,2.47,58,26,0,4.3
710,2025-04-25,Prairies,Corporate,Electronics,Pickup,5,175.12,0,875.6,204.32,203,45,0,5.4
711,2025-12-25,Quebec,Small Business,Home,Standard,4,55.02,0,220.08,51.12,143,51,0,4.7
712,2025-02-07,Ontario,Corporate,Seasonal,Pickup,5,18.87,0,94.35,15.9,120,50,0,3.3
713,2025-12-18,BC,Small Business,Home,Same Day,1,71.38,0,71.38,11.35,142,30,0,4.2
714,2025-07-10,BC,Corporate,Home,Pickup,4,53.46,0.05,203.15,29.38,100,52,0,0.5
715,2025-08-12,Ontario,Consumer,Health & Beauty,Pickup,4,46.4,0,185.6,68.93,121,31,0,6.2
716,2025-11-19,Prairies,Consumer,Seasonal,Express,1,69.48,0.1,62.53,8.22,134,28,0,5.7
717,2025-06-26,Quebec,Consumer,Apparel,Standard,2,62.07,0.1,111.73,28.43,1,35,0,4.9
718,2025-01-19,Quebec,Consumer,Seasonal,Pickup,1,32.75,0,32.75,10.51,134,46,0,6.3
719,2025-07-02,Atlantic,Corporate,Office Supplies,Same Day,3,16.06,0,48.18,12.05,213,49,0,4.9
720,2025-10-20,BC,Small Business,Grocery,Standard,5,22.87,0,114.35,28.38,18,48,0,5.9
721,2025-09-26,Atlantic,Corporate,Apparel,Express,1,48.84,0,48.84,15.4,3,44,1,7.0
722,2025-07-22,Ontario,Consumer,Office Supplies,Standard,2,19.57,0.15,33.27,6.36,197,30,0,5.3
723,2025-02-12,Ontario,Consumer,Home,Pickup,7,146.24,0.05,972.5,208.18,111,28,0,5.4
724,2025-04-12,Quebec,Corporate,Seasonal,Standard,5,55.58,0.05,264.0,50.67,59,39,0,7.6
725,2025-06-23,Prairies,Corporate,Seasonal,Standard,4,99.28,0.05,377.26,73.95,79,54,0,5.9
726,2025-09-06,Atlantic,Corporate,Electronics,Express,3,164.91,0,494.73,62.79,158,53,0,1.8
727,2025-11-14,Prairies,Small Business,Health & Beauty,Pickup,4,37.0,0.15,125.8,32.38,44,48,1,5.9
728,2025-01-31,Quebec,Consumer,Office Supplies,Same Day,1,31.5,0.1,28.35,4.62,202,55,0,3.2
729,2025-11-29,BC,Corporate,Electronics,Express,4,201.93,0,807.72,108.6,216,21,0,2.7
730,2025-09-11,Atlantic,Corporate,Home,Same Day,3,94.01,0,282.03,47.09,175,35,0,5.9
731,2025-03-11,Quebec,Small Business,Apparel,Express,3,52.87,0.1,142.75,37.71,126,20,0,2.7
732,2025-02-11,Prairies,Corporate,Apparel,Standard,5,73.02,0,365.1,125.57,143,27,0,7.1
733,2025-06-13,BC,Corporate,Home,Express,2,39.43,0.1,70.97,12.62,168,21,0,3.2
734,2025-10-21,Quebec,Consumer,Office Supplies,Same Day,4,31.03,0.05,117.91,25.33,220,44,0,6.6
735,2025-04-12,Prairies,Corporate,Grocery,Express,5,27.32,0,136.6,22.74,203,53,0,6.1
736,2025-03-25,Quebec,Consumer,Home,Express,2,43.09,0.1,77.56,13.31,53,51,0,2.5
737,2025-04-16,Ontario,Consumer,Home,Standard,2,87.47,0.15,148.7,24.42,22,34,1,6.1
738,2025-01-14,Atlantic,Corporate,Seasonal,Same Day,1,44.49,0,44.49,11.14,150,46,0,6.7
739,2025-07-11,Prairies,Corporate,Seasonal,Standard,1,66.14,0.2,52.91,2.73,174,54,0,4.4
740,2025-06-03,Ontario,Consumer,Office Supplies,Pickup,5,45.61,0,228.05,52.26,188,24,0,6.4
741,2025-08-07,Quebec,Corporate,Apparel,Standard,2,84.33,0.05,160.23,44.81,171,51,0,4.0
742,2025-08-17,Quebec,Corporate,Apparel,Standard,6,47.87,0.1,258.5,63.85,125,50,0,4.0
743,2025-02-06,Prairies,Small Business,Home,Standard,6,64.82,0,388.92,78.19,34,49,1,7.6
744,2025-07-07,Ontario,Small Business,Grocery,Express,4,15.34,0.05,58.29,4.01,1,29,1,8.2
745,2025-07-08,Prairies,Small Business,Home,Standard,1,111.97,0.05,106.37,16.83,10,35,1,6.8
746,2025-03-15,BC,Corporate,Health & Beauty,Same Day,7,34.59,0,242.13,72.6,96,52,0,6.7
